date,location,vaccine,total_vaccinations
2021-01-01,Ecuador,Sinovac,0
2021-01-02,Ecuador,Sinovac,0
2021-01-03,Ecuador,Sinovac,0
2021-01-04,Ecuador,Sinovac,0
2021-01-05,Ecuador,Sinovac,0
2021-01-06,Ecuador,Sinovac,0
2021-01-07,Ecuador,Sinovac,0
2021-01-08,Ecuador,Sinovac,0
2021-01-09,Ecuador,Sinovac,0
2021-01-10,Ecuador,Sinovac,0
2021-01-11,Ecuador,Sinovac,0
2021-01-12,Ecuador,Sinovac,0
2021-01-13,Ecuador,Sinovac,0
2021-01-14,Ecuador,Sinovac,0
2021-01-15,Ecuador,Sinovac,0
2021-01-16,Ecuador,Sinovac,0
2021-01-17,Ecuador,Sinovac,0
2021-01-18,Ecuador,Sinovac,0
2021-01-19,Ecuador,Sinovac,0
2021-01-20,Ecuador,Sinovac,0
2021-01-21,Ecuador,Sinovac,0
2021-01-22,Ecuador,Sinovac,0
2021-01-23,Ecuador,Sinovac,0
2021-01-24,Ecuador,Sinovac,0
2021-01-25,Ecuador,Sinovac,0
2021-01-26,Ecuador,Sinovac,0
2021-01-27,Ecuador,Sinovac,0
2021-01-28,Ecuador,Sinovac,0
2021-01-29,Ecuador,Sinovac,0
2021-01-30,Ecuador,Sinovac,0
2021-01-31,Ecuador,Sinovac,0
2021-02-01,Ecuador,Sinovac,0
2021-02-02,Ecuador,Sinovac,0
2021-02-03,Ecuador,Sinovac,0
2021-02-04,Ecuador,Sinovac,0
2021-02-05,Ecuador,Sinovac,0
2021-02-06,Ecuador,Sinovac,0
2021-02-07,Ecuador,Sinovac,0
2021-02-08,Ecuador,Sinovac,0
2021-02-09,Ecuador,Sinovac,0
2021-02-10,Ecuador,Sinovac,0
2021-02-11,Ecuador,Sinovac,0
2021-02-12,Ecuador,Sinovac,0
2021-02-13,Ecuador,Sinovac,0
2021-02-14,Ecuador,Sinovac,0
2021-02-15,Ecuador,Sinovac,0
2021-02-16,Ecuador,Sinovac,0
2021-02-17,Ecuador,Sinovac,0
2021-02-18,Ecuador,Sinovac,0
2021-02-19,Ecuador,Sinovac,0
2021-02-20,Ecuador,Sinovac,0
2021-02-21,Ecuador,Sinovac,0
2021-02-22,Ecuador,Sinovac,0
2021-02-23,Ecuador,Sinovac,0
2021-02-24,Ecuador,Sinovac,0
2021-02-25,Ecuador,Sinovac,0
2021-02-26,Ecuador,Sinovac,2
2021-02-27,Ecuador,Sinovac,2
2021-02-28,Ecuador,Sinovac,2
2021-03-01,Ecuador,Sinovac,0
2021-03-02,Ecuador,Sinovac,0
2021-03-03,Ecuador,Sinovac,0
2021-03-04,Ecuador,Sinovac,147
2021-03-05,Ecuador,Sinovac,1
2021-03-06,Ecuador,Sinovac,1
2021-03-07,Ecuador,Sinovac,1
2021-03-08,Ecuador,Sinovac,13
2021-03-09,Ecuador,Sinovac,13
2021-03-10,Ecuador,Sinovac,9099
2021-03-11,Ecuador,Sinovac,2241
2021-03-12,Ecuador,Sinovac,45
2021-03-13,Ecuador,Sinovac,45
2021-03-14,Ecuador,Sinovac,45
2021-03-15,Ecuador,Sinovac,1812
2021-03-16,Ecuador,Sinovac,53
2021-03-17,Ecuador,Sinovac,829
2021-03-18,Ecuador,Sinovac,0
2021-03-19,Ecuador,Sinovac,0
2021-03-20,Ecuador,Sinovac,0
2021-03-21,Ecuador,Sinovac,50
2021-03-22,Ecuador,Sinovac,2
2021-03-23,Ecuador,Sinovac,1
2021-03-24,Ecuador,Sinovac,2
2021-03-25,Ecuador,Sinovac,2
2021-03-26,Ecuador,Sinovac,0
2021-03-27,Ecuador,Sinovac,0
2021-03-28,Ecuador,Sinovac,47
2021-03-29,Ecuador,Sinovac,4
2021-03-30,Ecuador,Sinovac,4
2021-03-31,Ecuador,Sinovac,4
2021-04-01,Ecuador,Sinovac,4
