date,location,vaccine,total_vaccinations
2021-01-01,Portugal,Pfizer/BioNTech,11505
2021-01-01,Portugal,Sinopharm/Beijing,2
2021-01-01,Portugal,Sinovac,0
2021-01-01,Portugal,Covaxin,0
2021-01-01,Portugal,Johnson&Johnson,3
2021-01-01,Portugal,Oxford/AstraZeneca,8
2021-01-01,Portugal,Novavax,0
2021-01-02,Portugal,Pfizer/BioNTech,11505
2021-01-02,Portugal,Sinopharm/Beijing,2
2021-01-02,Portugal,Sinovac,0
2021-01-02,Portugal,Covaxin,0
2021-01-02,Portugal,Johnson&Johnson,3
2021-01-02,Portugal,Oxford/AstraZeneca,8
2021-01-02,Portugal,Novavax,0
2021-01-03,Portugal,Pfizer/BioNTech,11505
2021-01-03,Portugal,Sinopharm/Beijing,2
2021-01-03,Portugal,Sinovac,0
2021-01-03,Portugal,Covaxin,0
2021-01-03,Portugal,Johnson&Johnson,3
2021-01-03,Portugal,Oxford/AstraZeneca,8
2021-01-03,Portugal,Novavax,0
2021-01-04,Portugal,Pfizer/BioNTech,11505
2021-01-04,Portugal,Sinopharm/Beijing,2
2021-01-04,Portugal,Sinovac,0
2021-01-04,Portugal,Covaxin,0
2021-01-04,Portugal,Johnson&Johnson,3
2021-01-04,Portugal,Oxford/AstraZeneca,8
2021-01-04,Portugal,Novavax,0
2021-01-05,Portugal,Pfizer/BioNTech,11505
2021-01-05,Portugal,Sinopharm/Beijing,2
2021-01-05,Portugal,Sinovac,0
2021-01-05,Portugal,Covaxin,0
2021-01-05,Portugal,Johnson&Johnson,3
2021-01-05,Portugal,Oxford/AstraZeneca,8
2021-01-05,Portugal,Novavax,0
2021-01-06,Portugal,Pfizer/BioNTech,11505
2021-01-06,Portugal,Sinopharm/Beijing,2
2021-01-06,Portugal,Sinovac,0
2021-01-06,Portugal,Covaxin,0
2021-01-06,Portugal,Johnson&Johnson,3
2021-01-06,Portugal,Oxford/AstraZeneca,8
2021-01-06,Portugal,Novavax,0
2021-01-07,Portugal,Pfizer/BioNTech,11505
2021-01-07,Portugal,Sinopharm/Beijing,2
2021-01-07,Portugal,Sinovac,0
2021-01-07,Portugal,Covaxin,0
2021-01-07,Portugal,Johnson&Johnson,3
2021-01-07,Portugal,Oxford/AstraZeneca,8
2021-01-07,Portugal,Novavax,0
2021-01-08,Portugal,Pfizer/BioNTech,7162
2021-01-08,Portugal,Sinopharm/Beijing,3
2021-01-08,Portugal,Sinovac,0
2021-01-08,Portugal,Covaxin,0
2021-01-08,Portugal,Johnson&Johnson,0
2021-01-08,Portugal,Oxford/AstraZeneca,16
2021-01-08,Portugal,Novavax,0
