date,location,vaccine,total_vaccinations
2021-01-01,Hungary,Moderna,203
2021-01-02,Hungary,Moderna,203
2021-01-03,Hungary,Moderna,203
2021-01-04,Hungary,Moderna,203
2021-01-05,Hungary,Moderna,203
2021-01-06,Hungary,Moderna,203
2021-01-07,Hungary,Moderna,203
2021-01-08,Hungary,Moderna,203
2021-01-09,Hungary,Moderna,203
2021-01-10,Hungary,Moderna,203
2021-01-11,Hungary,Moderna,203
2021-01-12,Hungary,Moderna,203
2021-01-13,Hungary,Moderna,203
2021-01-14,Hungary,Moderna,203
2021-01-15,Hungary,Moderna,9
2021-01-16,Hungary,Moderna,9
2021-01-17,Hungary,Moderna,9
2021-01-18,Hungary,Moderna,9
2021-01-19,Hungary,Moderna,9
2021-01-20,Hungary,Moderna,9
2021-01-21,Hungary,Moderna,9
2021-01-22,Hungary,Moderna,25
2021-01-23,Hungary,Moderna,25
2021-01-24,Hungary,Moderna,25
2021-01-25,Hungary,Moderna,25
2021-01-26,Hungary,Moderna,25
2021-01-27,Hungary,Moderna,25
2021-01-28,Hungary,Moderna,25
2021-01-29,Hungary,Moderna,1589
2021-01-30,Hungary,Moderna,1589
2021-01-31,Hungary,Moderna,1589
2021-02-01,Hungary,Moderna,1589
2021-02-02,Hungary,Moderna,1589
2021-02-03,Hungary,Moderna,1589
2021-02-04,Hungary,Moderna,1589
2021-02-05,Hungary,Moderna,444
2021-02-06,Hungary,Moderna,444
2021-02-07,Hungary,Moderna,444
2021-02-08,Hungary,Moderna,444
2021-02-09,Hungary,Moderna,444
2021-02-10,Hungary,Moderna,444
2021-02-11,Hungary,Moderna,444
2021-02-12,Hungary,Moderna,531
2021-02-13,Hungary,Moderna,531
2021-02-14,Hungary,Moderna,531
2021-02-15,Hungary,Moderna,531
2021-02-16,Hungary,Moderna,531
2021-02-17,Hungary,Moderna,531
2021-02-18,Hungary,Moderna,531
2021-02-19,Hungary,Moderna,178
2021-02-20,Hungary,Moderna,178
2021-02-21,Hungary,Moderna,178
2021-02-22,Hungary,Moderna,178
2021-02-23,Hungary,Moderna,178
2021-02-24,Hungary,Moderna,178
2021-02-25,Hungary,Moderna,178
2021-02-26,Hungary,Moderna,5226
2021-02-27,Hungary,Moderna,5226
2021-02-28,Hungary,Moderna,5226
2021-03-01,Hungary,Moderna,5226
2021-03-02,Hungary,Moderna,5226
2021-03-03,Hungary,Moderna,5226
2021-03-04,Hungary,Moderna,5226
2021-03-05,Hungary,Moderna,2194
2021-03-06,Hungary,Moderna,2194
2021-03-07,Hungary,Moderna,2194
2021-03-08,Hungary,Moderna,2194
2021-03-09,Hungary,Moderna,2194
2021-03-10,Hungary,Moderna,2194
2021-03-11,Hungary,Moderna,2194
2021-03-12,Hungary,Moderna,667
2021-03-13,Hungary,Moderna,667
2021-03-14,Hungary,Moderna,667
2021-03-15,Hungary,Moderna,667
2021-03-16,Hungary,Moderna,667
2021-03-17,Hungary,Moderna,667
2021-03-18,Hungary,Moderna,667
2021-03-19,Hungary,Moderna,722
2021-03-20,Hungary,Moderna,722
2021-03-21,Hungary,Moderna,722
2021-03-22,Hungary,Moderna,722
2021-03-23,Hungary,Moderna,722
2021-03-24,Hungary,Moderna,722
2021-03-25,Hungary,Moderna,722
2021-03-26,Hungary,Moderna,9395
2021-03-27,Hungary,Moderna,9395
2021-03-28,Hungary,Moderna,9395
2021-03-29,Hungary,Moderna,9395
2021-03-30,Hungary,Moderna,9395
2021-03-31,Hungary,Moderna,9395
2021-04-01,Hungary,Moderna,9395
2021-04-02,Hungary,Moderna,7699
2021-04-03,Hungary,Moderna,7699
2021-04-04,Hungary,Moderna,7699
2021-04-05,Hungary,Moderna,7699
2021-04-06,Hungary,Moderna,7699
2021-04-07,Hungary,Moderna,7699
2021-04-08,Hungary,Moderna,7699
2021-04-09,Hungary,Moderna,380
2021-04-10,Hungary,Moderna,380
2021-04-11,Hungary,Moderna,380
2021-04-12,Hungary,Moderna,380
2021-04-13,Hungary,Moderna,380
2021-04-14,Hungary,Moderna,380
2021-04-15,Hungary,Moderna,380
2021-04-16,Hungary,Moderna,8959
2021-04-17,Hungary,Moderna,8959
2021-04-18,Hungary,Moderna,8959
2021-04-19,Hungary,Moderna,8959
2021-04-20,Hungary,Moderna,8959
2021-04-21,Hungary,Moderna,8959
