date,location,vaccine,total_vaccinations
2021-01-01,Switzerland,Pfizer/BioNTech,3
2021-01-02,Switzerland,Pfizer/BioNTech,3
2021-01-03,Switzerland,Pfizer/BioNTech,3679
2021-01-04,Switzerland,Pfizer/BioNTech,7140
2021-01-05,Switzerland,Pfizer/BioNTech,5844
2021-01-06,Switzerland,Pfizer/BioNTech,7214
2021-01-07,Switzerland,Pfizer/BioNTech,8052
2021-01-08,Switzerland,Pfizer/BioNTech,2146
2021-01-09,Switzerland,Pfizer/BioNTech,34
2021-01-10,Switzerland,Pfizer/BioNTech,7327
2021-01-11,Switzerland,Pfizer/BioNTech,10326
2021-01-12,Switzerland,Pfizer/BioNTech,10985
2021-01-13,Switzerland,Pfizer/BioNTech,10441
2021-01-14,Switzerland,Pfizer/BioNTech,10044
2021-01-15,Switzerland,Pfizer/BioNTech,2019
2021-01-16,Switzerland,Pfizer/BioNTech,581
2021-01-17,Switzerland,Pfizer/BioNTech,10767
2021-01-18,Switzerland,Pfizer/BioNTech,12791
2021-01-19,Switzerland,Pfizer/BioNTech,13988
2021-01-20,Switzerland,Pfizer/BioNTech,14857
2021-01-21,Switzerland,Pfizer/BioNTech,11972
2021-01-22,Switzerland,Pfizer/BioNTech,1762
2021-01-23,Switzerland,Pfizer/BioNTech,565
2021-01-24,Switzerland,Pfizer/BioNTech,7536
2021-01-25,Switzerland,Pfizer/BioNTech,8930
2021-01-26,Switzerland,Pfizer/BioNTech,7619
2021-01-27,Switzerland,Pfizer/BioNTech,9384
2021-01-28,Switzerland,Pfizer/BioNTech,9323
2021-01-29,Switzerland,Pfizer/BioNTech,1736
2021-01-30,Switzerland,Pfizer/BioNTech,197
2021-01-31,Switzerland,Pfizer/BioNTech,7035
2021-02-01,Switzerland,Pfizer/BioNTech,8657
2021-02-02,Switzerland,Pfizer/BioNTech,7974
2021-02-03,Switzerland,Pfizer/BioNTech,10250
2021-02-04,Switzerland,Pfizer/BioNTech,10210
2021-02-05,Switzerland,Pfizer/BioNTech,2153
2021-02-06,Switzerland,Pfizer/BioNTech,618
2021-02-07,Switzerland,Pfizer/BioNTech,10465
2021-02-08,Switzerland,Pfizer/BioNTech,14917
2021-02-09,Switzerland,Pfizer/BioNTech,15181
2021-02-10,Switzerland,Pfizer/BioNTech,15773
2021-02-11,Switzerland,Pfizer/BioNTech,12803
2021-02-12,Switzerland,Pfizer/BioNTech,1781
2021-02-13,Switzerland,Pfizer/BioNTech,616
2021-02-14,Switzerland,Pfizer/BioNTech,9469
2021-02-15,Switzerland,Pfizer/BioNTech,11750
2021-02-16,Switzerland,Pfizer/BioNTech,11476
2021-02-17,Switzerland,Pfizer/BioNTech,13812
2021-02-18,Switzerland,Pfizer/BioNTech,12273
2021-02-19,Switzerland,Pfizer/BioNTech,2560
2021-02-20,Switzerland,Pfizer/BioNTech,847
2021-02-21,Switzerland,Pfizer/BioNTech,8991
2021-02-22,Switzerland,Pfizer/BioNTech,10708
2021-02-23,Switzerland,Pfizer/BioNTech,11500
2021-02-24,Switzerland,Pfizer/BioNTech,12071
2021-02-25,Switzerland,Pfizer/BioNTech,9269
2021-02-26,Switzerland,Pfizer/BioNTech,2393
2021-02-27,Switzerland,Pfizer/BioNTech,929
2021-02-28,Switzerland,Pfizer/BioNTech,9185
2021-03-01,Switzerland,Pfizer/BioNTech,11279
2021-03-02,Switzerland,Pfizer/BioNTech,14345
2021-03-03,Switzerland,Pfizer/BioNTech,14898
2021-03-04,Switzerland,Pfizer/BioNTech,13518
2021-03-05,Switzerland,Pfizer/BioNTech,2663
2021-03-06,Switzerland,Pfizer/BioNTech,1135
2021-03-07,Switzerland,Pfizer/BioNTech,12072
2021-03-08,Switzerland,Pfizer/BioNTech,14999
2021-03-09,Switzerland,Pfizer/BioNTech,15118
2021-03-10,Switzerland,Pfizer/BioNTech,15949
2021-03-11,Switzerland,Pfizer/BioNTech,14107
2021-03-12,Switzerland,Pfizer/BioNTech,1841
2021-03-13,Switzerland,Pfizer/BioNTech,858
2021-03-14,Switzerland,Pfizer/BioNTech,11320
2021-03-15,Switzerland,Pfizer/BioNTech,16385
2021-03-16,Switzerland,Pfizer/BioNTech,17955
2021-03-17,Switzerland,Pfizer/BioNTech,18694
2021-03-18,Switzerland,Pfizer/BioNTech,15396
2021-03-19,Switzerland,Pfizer/BioNTech,2963
2021-03-20,Switzerland,Pfizer/BioNTech,1209
2021-03-21,Switzerland,Pfizer/BioNTech,13590
2021-03-22,Switzerland,Pfizer/BioNTech,16055
2021-03-23,Switzerland,Pfizer/BioNTech,16325
2021-03-24,Switzerland,Pfizer/BioNTech,14588
2021-03-25,Switzerland,Pfizer/BioNTech,15138
