date,location,vaccine,total_vaccinations
2021-01-01,Croatia,Moderna,2
2021-01-01,Croatia,Oxford/AstraZeneca,0
2021-01-02,Croatia,Moderna,2
2021-01-02,Croatia,Oxford/AstraZeneca,0
2021-01-03,Croatia,Moderna,2
2021-01-03,Croatia,Oxford/AstraZeneca,0
2021-01-04,Croatia,Moderna,2
2021-01-04,Croatia,Oxford/AstraZeneca,0
2021-01-05,Croatia,Moderna,2
2021-01-05,Croatia,Oxford/AstraZeneca,0
2021-01-06,Croatia,Moderna,2
2021-01-06,Croatia,Oxford/AstraZeneca,0
2021-01-07,Croatia,Moderna,2
2021-01-07,Croatia,Oxford/AstraZeneca,0
2021-01-08,Croatia,Moderna,212
2021-01-08,Croatia,Oxford/AstraZeneca,0
2021-01-09,Croatia,Moderna,212
2021-01-09,Croatia,Oxford/AstraZeneca,0
2021-01-10,Croatia,Moderna,212
2021-01-10,Croatia,Oxford/AstraZeneca,0
2021-01-11,Croatia,Moderna,212
2021-01-11,Croatia,Oxford/AstraZeneca,0
2021-01-12,Croatia,Moderna,212
2021-01-12,Croatia,Oxford/AstraZeneca,0
2021-01-13,Croatia,Moderna,212
2021-01-13,Croatia,Oxford/AstraZeneca,0
2021-01-14,Croatia,Moderna,212
2021-01-14,Croatia,Oxford/AstraZeneca,0
2021-01-15,Croatia,Moderna,175
2021-01-15,Croatia,Oxford/AstraZeneca,0
2021-01-16,Croatia,Moderna,175
2021-01-16,Croatia,Oxford/AstraZeneca,0
2021-01-17,Croatia,Moderna,175
2021-01-17,Croatia,Oxford/AstraZeneca,0
2021-01-18,Croatia,Moderna,175
2021-01-18,Croatia,Oxford/AstraZeneca,0
2021-01-19,Croatia,Moderna,175
2021-01-19,Croatia,Oxford/AstraZeneca,0
2021-01-20,Croatia,Moderna,175
2021-01-20,Croatia,Oxford/AstraZeneca,0
2021-01-21,Croatia,Moderna,175
2021-01-21,Croatia,Oxford/AstraZeneca,0
2021-01-22,Croatia,Moderna,14
2021-01-22,Croatia,Oxford/AstraZeneca,0
2021-01-23,Croatia,Moderna,14
2021-01-23,Croatia,Oxford/AstraZeneca,0
2021-01-24,Croatia,Moderna,14
2021-01-24,Croatia,Oxford/AstraZeneca,0
2021-01-25,Croatia,Moderna,14
2021-01-25,Croatia,Oxford/AstraZeneca,0
2021-01-26,Croatia,Moderna,14
2021-01-26,Croatia,Oxford/AstraZeneca,0
2021-01-27,Croatia,Moderna,14
2021-01-27,Croatia,Oxford/AstraZeneca,0
2021-01-28,Croatia,Moderna,14
2021-01-28,Croatia,Oxford/AstraZeneca,0
2021-01-29,Croatia,Moderna,73
2021-01-29,Croatia,Oxford/AstraZeneca,0
2021-01-30,Croatia,Moderna,73
2021-01-30,Croatia,Oxford/AstraZeneca,0
2021-01-31,Croatia,Moderna,73
2021-01-31,Croatia,Oxford/AstraZeneca,0
2021-02-01,Croatia,Moderna,73
2021-02-01,Croatia,Oxford/AstraZeneca,0
2021-02-02,Croatia,Moderna,73
2021-02-02,Croatia,Oxford/AstraZeneca,0
2021-02-03,Croatia,Moderna,73
2021-02-03,Croatia,Oxford/AstraZeneca,0
2021-02-04,Croatia,Moderna,73
2021-02-04,Croatia,Oxford/AstraZeneca,0
2021-02-05,Croatia,Moderna,730
2021-02-05,Croatia,Oxford/AstraZeneca,461
2021-02-06,Croatia,Moderna,730
2021-02-06,Croatia,Oxford/AstraZeneca,461
2021-02-07,Croatia,Moderna,730
2021-02-07,Croatia,Oxford/AstraZeneca,461
2021-02-08,Croatia,Moderna,730
2021-02-08,Croatia,Oxford/AstraZeneca,461
2021-02-09,Croatia,Moderna,730
2021-02-09,Croatia,Oxford/AstraZeneca,461
2021-02-10,Croatia,Moderna,730
2021-02-10,Croatia,Oxford/AstraZeneca,461
2021-02-11,Croatia,Moderna,730
2021-02-11,Croatia,Oxford/AstraZeneca,461
2021-02-12,Croatia,Moderna,741
2021-02-12,Croatia,Oxford/AstraZeneca,2295
2021-02-13,Croatia,Moderna,741
2021-02-13,Croatia,Oxford/AstraZeneca,2295
2021-02-14,Croatia,Moderna,741
2021-02-14,Croatia,Oxford/AstraZeneca,2295
2021-02-15,Croatia,Moderna,741
2021-02-15,Croatia,Oxford/AstraZeneca,2295
2021-02-16,Croatia,Moderna,741
2021-02-16,Croatia,Oxford/AstraZeneca,2295
2021-02-17,Croatia,Moderna,741
2021-02-17,Croatia,Oxford/AstraZeneca,2295
2021-02-18,Croatia,Moderna,741
2021-02-18,Croatia,Oxford/AstraZeneca,2295
2021-02-19,Croatia,Moderna,169
2021-02-19,Croatia,Oxford/AstraZeneca,5944
2021-02-20,Croatia,Moderna,169
2021-02-20,Croatia,Oxford/AstraZeneca,5944
2021-02-21,Croatia,Moderna,169
2021-02-21,Croatia,Oxford/AstraZeneca,5944
2021-02-22,Croatia,Moderna,169
2021-02-22,Croatia,Oxford/AstraZeneca,5944
2021-02-23,Croatia,Moderna,169
2021-02-23,Croatia,Oxford/AstraZeneca,5944
2021-02-24,Croatia,Moderna,169
2021-02-24,Croatia,Oxford/AstraZeneca,5944
2021-02-25,Croatia,Moderna,169
2021-02-25,Croatia,Oxford/AstraZeneca,5944
2021-02-26,Croatia,Moderna,1225
2021-02-26,Croatia,Oxford/AstraZeneca,3536
2021-02-27,Croatia,Moderna,1225
2021-02-27,Croatia,Oxford/AstraZeneca,3536
2021-02-28,Croatia,Moderna,1225
2021-02-28,Croatia,Oxford/AstraZeneca,3536
2021-03-01,Croatia,Moderna,1225
2021-03-01,Croatia,Oxford/AstraZeneca,3536
2021-03-02,Croatia,Moderna,1225
2021-03-02,Croatia,Oxford/AstraZeneca,3536
2021-03-03,Croatia,Moderna,1225
2021-03-03,Croatia,Oxford/AstraZeneca,3536
2021-03-04,Croatia,Moderna,1225
2021-03-04,Croatia,Oxford/AstraZeneca,3536
2021-03-05,Croatia,Moderna,973
2021-03-05,Croatia,Oxford/AstraZeneca,4819
2021-03-06,Croatia,Moderna,973
2021-03-06,Croatia,Oxford/AstraZeneca,4819
2021-03-07,Croatia,Moderna,973
2021-03-07,Croatia,Oxford/AstraZeneca,4819
2021-03-08,Croatia,Moderna,973
2021-03-08,Croatia,Oxford/AstraZeneca,4819
2021-03-09,Croatia,Moderna,973
2021-03-09,Croatia,Oxford/AstraZeneca,4819
2021-03-10,Croatia,Moderna,973
2021-03-10,Croatia,Oxford/AstraZeneca,4819
2021-03-11,Croatia,Moderna,973
2021-03-11,Croatia,Oxford/AstraZeneca,4819
2021-03-12,Croatia,Moderna,2206
2021-03-12,Croatia,Oxford/AstraZeneca,2988
2021-03-13,Croatia,Moderna,2206
2021-03-13,Croatia,Oxford/AstraZeneca,2988
2021-03-14,Croatia,Moderna,2206
2021-03-14,Croatia,Oxford/AstraZeneca,2988
2021-03-15,Croatia,Moderna,2206
2021-03-15,Croatia,Oxford/AstraZeneca,2988
2021-03-16,Croatia,Moderna,2206
2021-03-16,Croatia,Oxford/AstraZeneca,2988
2021-03-17,Croatia,Moderna,2206
2021-03-17,Croatia,Oxford/AstraZeneca,2988
2021-03-18,Croatia,Moderna,2206
2021-03-18,Croatia,Oxford/AstraZeneca,2988
2021-03-19,Croatia,Moderna,1137
2021-03-19,Croatia,Oxford/AstraZeneca,3057
2021-03-20,Croatia,Moderna,1137
2021-03-20,Croatia,Oxford/AstraZeneca,3057
2021-03-21,Croatia,Moderna,1137
2021-03-21,Croatia,Oxford/AstraZeneca,3057
2021-03-22,Croatia,Moderna,1137
2021-03-22,Croatia,Oxford/AstraZeneca,3057
2021-03-23,Croatia,Moderna,1137
2021-03-23,Croatia,Oxford/AstraZeneca,3057
2021-03-24,Croatia,Moderna,1137
2021-03-24,Croatia,Oxford/AstraZeneca,3057
2021-03-25,Croatia,Moderna,1137
2021-03-25,Croatia,Oxford/AstraZeneca,3057
2021-03-26,Croatia,Moderna,2784
2021-03-26,Croatia,Oxford/AstraZeneca,2283
2021-03-27,Croatia,Moderna,2784
2021-03-27,Croatia,Oxford/AstraZeneca,2283
2021-03-28,Croatia,Moderna,2784
2021-03-28,Croatia,Oxford/AstraZeneca,2283
2021-03-29,Croatia,Moderna,2784
2021-03-29,Croatia,Oxford/AstraZeneca,2283
2021-03-30,Croatia,Moderna,2784
2021-03-30,Croatia,Oxford/AstraZeneca,2283
2021-03-31,Croatia,Moderna,2784
2021-03-31,Croatia,Oxford/AstraZeneca,2283
2021-04-01,Croatia,Moderna,2784
2021-04-01,Croatia,Oxford/AstraZeneca,2283
2021-04-02,Croatia,Moderna,1768
2021-04-02,Croatia,Oxford/AstraZeneca,4170
2021-04-03,Croatia,Moderna,1768
2021-04-03,Croatia,Oxford/AstraZeneca,4170
2021-04-04,Croatia,Moderna,1768
2021-04-04,Croatia,Oxford/AstraZeneca,4170
2021-04-05,Croatia,Moderna,1768
2021-04-05,Croatia,Oxford/AstraZeneca,4170
2021-04-06,Croatia,Moderna,1768
2021-04-06,Croatia,Oxford/AstraZeneca,4170
2021-04-07,Croatia,Moderna,1768
2021-04-07,Croatia,Oxford/AstraZeneca,4170
2021-04-08,Croatia,Moderna,1768
2021-04-08,Croatia,Oxford/AstraZeneca,4170
2021-04-09,Croatia,Moderna,2941
2021-04-09,Croatia,Oxford/AstraZeneca,4584
2021-04-10,Croatia,Moderna,2941
2021-04-10,Croatia,Oxford/AstraZeneca,4584
2021-04-11,Croatia,Moderna,2941
2021-04-11,Croatia,Oxford/AstraZeneca,4584
2021-04-12,Croatia,Moderna,2941
2021-04-12,Croatia,Oxford/AstraZeneca,4584
2021-04-13,Croatia,Moderna,2941
2021-04-13,Croatia,Oxford/AstraZeneca,4584
2021-04-14,Croatia,Moderna,2941
2021-04-14,Croatia,Oxford/AstraZeneca,4584
2021-04-15,Croatia,Moderna,2941
2021-04-15,Croatia,Oxford/AstraZeneca,4584
2021-04-16,Croatia,Moderna,1584
2021-04-16,Croatia,Oxford/AstraZeneca,2155
2021-04-17,Croatia,Moderna,1584
2021-04-17,Croatia,Oxford/AstraZeneca,2155
2021-04-18,Croatia,Moderna,1584
2021-04-18,Croatia,Oxford/AstraZeneca,2155
2021-04-19,Croatia,Moderna,1584
2021-04-19,Croatia,Oxford/AstraZeneca,2155
2021-04-20,Croatia,Moderna,1584
2021-04-20,Croatia,Oxford/AstraZeneca,2155
2021-04-21,Croatia,Moderna,1584
2021-04-21,Croatia,Oxford/AstraZeneca,2155
2021-04-22,Croatia,Moderna,1584
