date,location,vaccine,total_vaccinations
2021-01-01,European Union,Johnson&Johnson,2
2021-01-01,European Union,Moderna,12
2021-01-01,European Union,Novavax,0
2021-01-01,European Union,Oxford/AstraZeneca,0
2021-01-01,European Union,Pfizer/BioNTech,90160
2021-01-01,European Union,Sanofi/GSK,0
2021-01-01,European Union,Sinopharm/Beijing,0
2021-01-01,European Union,Sinovac,0
2021-01-01,European Union,Sputnik V,0
2021-01-01,European Union,Valneva,0
2021-01-02,European Union,Johnson&Johnson,0
2021-01-02,European Union,Moderna,35
2021-01-02,European Union,Novavax,0
2021-01-02,European Union,Oxford/AstraZeneca,0
2021-01-02,European Union,Pfizer/BioNTech,60168
2021-01-02,European Union,Sanofi/GSK,0
2021-01-02,European Union,Sinopharm/Beijing,0
2021-01-02,European Union,Sinovac,0
2021-01-02,European Union,Sputnik V,0
2021-01-02,European Union,Valneva,0
2021-01-03,European Union,Johnson&Johnson,28
2021-01-03,European Union,Moderna,47
2021-01-03,European Union,Novavax,0
2021-01-03,European Union,Oxford/AstraZeneca,1
2021-01-03,European Union,Pfizer/BioNTech,134333
2021-01-03,European Union,Sanofi/GSK,0
2021-01-03,European Union,Sinopharm/Beijing,0
2021-01-03,European Union,Sinovac,0
2021-01-03,European Union,Sputnik V,0
2021-01-03,European Union,Valneva,0
2021-01-04,European Union,Johnson&Johnson,2
2021-01-04,European Union,Moderna,20
2021-01-04,European Union,Novavax,0
2021-01-04,European Union,Oxford/AstraZeneca,0
2021-01-04,European Union,Pfizer/BioNTech,162080
2021-01-04,European Union,Sanofi/GSK,0
2021-01-04,European Union,Sinopharm/Beijing,0
2021-01-04,European Union,Sinovac,0
2021-01-04,European Union,Sputnik V,0
2021-01-04,European Union,Valneva,0
2021-01-05,European Union,Johnson&Johnson,2
2021-01-05,European Union,Moderna,25
2021-01-05,European Union,Novavax,0
2021-01-05,European Union,Oxford/AstraZeneca,2
2021-01-05,European Union,Pfizer/BioNTech,164372
2021-01-05,European Union,Sanofi/GSK,0
2021-01-05,European Union,Sinopharm/Beijing,0
2021-01-05,European Union,Sinovac,0
2021-01-05,European Union,Sputnik V,0
2021-01-05,European Union,Valneva,0
2021-01-06,European Union,Johnson&Johnson,4
2021-01-06,European Union,Moderna,29
2021-01-06,European Union,Novavax,0
2021-01-06,European Union,Oxford/AstraZeneca,3
2021-01-06,European Union,Pfizer/BioNTech,203718
2021-01-06,European Union,Sanofi/GSK,0
2021-01-06,European Union,Sinopharm/Beijing,0
2021-01-06,European Union,Sinovac,0
2021-01-06,European Union,Sputnik V,0
2021-01-06,European Union,Valneva,0
2021-01-07,European Union,Johnson&Johnson,37
2021-01-07,European Union,Moderna,411
2021-01-07,European Union,Novavax,0
2021-01-07,European Union,Oxford/AstraZeneca,162
2021-01-07,European Union,Pfizer/BioNTech,1439531
2021-01-07,European Union,Sanofi/GSK,0
2021-01-07,European Union,Sinopharm/Beijing,17
2021-01-07,European Union,Sinovac,5
2021-01-07,European Union,Sputnik V,0
2021-01-07,European Union,Valneva,0
2021-01-08,European Union,Johnson&Johnson,0
2021-01-08,European Union,Moderna,75
2021-01-08,European Union,Novavax,0
2021-01-08,European Union,Oxford/AstraZeneca,2
2021-01-08,European Union,Pfizer/BioNTech,171981
2021-01-08,European Union,Sanofi/GSK,0
2021-01-08,European Union,Sinopharm/Beijing,0
2021-01-08,European Union,Sinovac,0
2021-01-08,European Union,Sputnik V,0
2021-01-08,European Union,Valneva,0
2021-01-09,European Union,Johnson&Johnson,1
2021-01-09,European Union,Moderna,16
2021-01-09,European Union,Novavax,0
2021-01-09,European Union,Oxford/AstraZeneca,3
2021-01-09,European Union,Pfizer/BioNTech,110914
2021-01-09,European Union,Sanofi/GSK,0
2021-01-09,European Union,Sinopharm/Beijing,0
2021-01-09,European Union,Sinovac,0
2021-01-09,European Union,Sputnik V,0
2021-01-09,European Union,Valneva,0
2021-01-10,European Union,Johnson&Johnson,3
2021-01-10,European Union,Moderna,229
2021-01-10,European Union,Novavax,0
2021-01-10,European Union,Oxford/AstraZeneca,3
2021-01-10,European Union,Pfizer/BioNTech,218918
2021-01-10,European Union,Sanofi/GSK,0
2021-01-10,European Union,Sinopharm/Beijing,0
2021-01-10,European Union,Sinovac,0
2021-01-10,European Union,Sputnik V,0
2021-01-10,European Union,Valneva,0
2021-01-11,European Union,Johnson&Johnson,1
2021-01-11,European Union,Moderna,219
2021-01-11,European Union,Novavax,0
2021-01-11,European Union,Oxford/AstraZeneca,5
2021-01-11,European Union,Pfizer/BioNTech,255227
2021-01-11,European Union,Sanofi/GSK,0
2021-01-11,European Union,Sinopharm/Beijing,0
2021-01-11,European Union,Sinovac,0
2021-01-11,European Union,Sputnik V,0
2021-01-11,European Union,Valneva,0
2021-01-12,European Union,Johnson&Johnson,0
2021-01-12,European Union,Moderna,1463
2021-01-12,European Union,Novavax,0
2021-01-12,European Union,Oxford/AstraZeneca,0
2021-01-12,European Union,Pfizer/BioNTech,300617
2021-01-12,European Union,Sanofi/GSK,0
2021-01-12,European Union,Sinopharm/Beijing,0
2021-01-12,European Union,Sinovac,1
2021-01-12,European Union,Sputnik V,0
2021-01-12,European Union,Valneva,0
2021-01-13,European Union,Johnson&Johnson,0
2021-01-13,European Union,Moderna,8771
2021-01-13,European Union,Novavax,0
2021-01-13,European Union,Oxford/AstraZeneca,6
2021-01-13,European Union,Pfizer/BioNTech,284313
2021-01-13,European Union,Sanofi/GSK,0
2021-01-13,European Union,Sinopharm/Beijing,0
2021-01-13,European Union,Sinovac,0
2021-01-13,European Union,Sputnik V,0
2021-01-13,European Union,Valneva,0
2021-01-14,European Union,Johnson&Johnson,9
2021-01-14,European Union,Moderna,26102
2021-01-14,European Union,Novavax,0
2021-01-14,European Union,Oxford/AstraZeneca,388
2021-01-14,European Union,Pfizer/BioNTech,1694626
2021-01-14,European Union,Sanofi/GSK,0
2021-01-14,European Union,Sinopharm/Beijing,23
2021-01-14,European Union,Sinovac,5
2021-01-14,European Union,Sputnik V,0
2021-01-14,European Union,Valneva,0
2021-01-15,European Union,Johnson&Johnson,1
2021-01-15,European Union,Moderna,3467
2021-01-15,European Union,Novavax,0
2021-01-15,European Union,Oxford/AstraZeneca,4
2021-01-15,European Union,Pfizer/BioNTech,157597
2021-01-15,European Union,Sanofi/GSK,0
2021-01-15,European Union,Sinopharm/Beijing,0
2021-01-15,European Union,Sinovac,0
2021-01-15,European Union,Sputnik V,0
2021-01-15,European Union,Valneva,0
2021-01-16,European Union,Johnson&Johnson,1
2021-01-16,European Union,Moderna,1872
2021-01-16,European Union,Novavax,0
2021-01-16,European Union,Oxford/AstraZeneca,4
2021-01-16,European Union,Pfizer/BioNTech,106154
2021-01-16,European Union,Sanofi/GSK,0
2021-01-16,European Union,Sinopharm/Beijing,0
2021-01-16,European Union,Sinovac,0
2021-01-16,European Union,Sputnik V,0
2021-01-16,European Union,Valneva,0
2021-01-17,European Union,Johnson&Johnson,0
2021-01-17,European Union,Moderna,8958
2021-01-17,European Union,Novavax,0
2021-01-17,European Union,Oxford/AstraZeneca,7
2021-01-17,European Union,Pfizer/BioNTech,250575
2021-01-17,European Union,Sanofi/GSK,0
2021-01-17,European Union,Sinopharm/Beijing,0
2021-01-17,European Union,Sinovac,0
2021-01-17,European Union,Sputnik V,0
2021-01-17,European Union,Valneva,0
2021-01-18,European Union,Johnson&Johnson,0
2021-01-18,European Union,Moderna,11734
2021-01-18,European Union,Novavax,0
2021-01-18,European Union,Oxford/AstraZeneca,53
2021-01-18,European Union,Pfizer/BioNTech,323631
