truth,pred,pred_sir,fecha,CountryName,Month,Year
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
11606.0,12137.0,11307.0,2021-01-01,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
4095.0,7840.0,4402.0,2021-01-02,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5257.0,7689.0,5788.0,2021-01-03,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
5901.0,9806.0,8986.0,2021-01-04,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
8220.0,14973.0,9329.0,2021-01-05,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13794.0,16832.0,9933.0,2021-01-06,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13540.0,17260.0,1461.0,2021-01-07,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13823.0,9867.0,12336.0,2021-01-08,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
13389.0,8554.0,5484.0,2021-01-09,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
11072.0,8759.0,6946.0,2021-01-10,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
7814.0,7716.461293761336,8426.262845622236,2021-01-11,Argentina,1,2021
7814.0,8538.61216211101,7631.842405620926,2021-01-11,Argentina,1,2021
7814.0,7974.598604124765,7884.143438387551,2021-01-11,Argentina,1,2021
7814.0,7694.68772040684,8042.003319900571,2021-01-11,Argentina,1,2021
