CountryName,RegionName,Date,RN,PredictedDailyNewCases,PredictedDailyNewRatios
Argentina,,2021-01-11,0.9539507,0,1.008795
Argentina,,2021-01-12,0.9539507,12697,1.0110723
Argentina,,2021-01-13,0.9539507,12409,1.0103495
Argentina,,2021-01-14,0.9539507,11869,0.9982334
Argentina,,2021-01-15,0.9539507,11042,0.9916105
Argentina,,2021-01-16,0.9539507,8103,0.98083687
Argentina,,2021-01-17,0.9539507,4516,0.97342646
Argentina,,2021-01-18,0.9539507,0,0.9720594
Argentina,,2021-01-19,0.9539507,9271,0.9683687
Argentina,,2021-01-20,0.9539507,8981,0.9648445
Argentina,,2021-01-21,0.9539507,8527,0.96256083
Argentina,,2021-01-22,0.9539507,7786,0.9600863
Argentina,,2021-01-23,0.9539507,4962,0.9579934
Argentina,,2021-01-24,0.9539507,1499,0.95600545
Argentina,,2021-01-25,0.9539507,0,0.9539507
Austria,,2021-01-11,0.9535058,0,0.99860156
Austria,,2021-01-12,0.9535058,1500,0.99939615
Austria,,2021-01-13,0.9535058,1896,0.9985515
Austria,,2021-01-14,0.9535058,2450,0.9884626
Austria,,2021-01-15,0.9535058,1536,0.9835069
Austria,,2021-01-16,0.9535058,1403,0.97592074
Austria,,2021-01-17,0.9535058,1658,0.97003293
Austria,,2021-01-18,0.9535058,0,0.9688884
Austria,,2021-01-19,0.9535058,860,0.96599615
Austria,,2021-01-20,0.9535058,1266,0.9629939
Austria,,2021-01-21,0.9535058,1842,0.9608445
Austria,,2021-01-22,0.9535058,949,0.95852154
Austria,,2021-01-23,0.9535058,842,0.95671344
Austria,,2021-01-24,0.9535058,1124,0.9550388
Austria,,2021-01-25,0.9535058,0,0.9535058
Belgium,,2021-01-11,0.954035,0,0.99925315
Belgium,,2021-01-12,0.954035,1364,1.0031961
Belgium,,2021-01-13,0.954035,2545,1.0034413
Belgium,,2021-01-14,0.954035,2352,0.99246687
Belgium,,2021-01-15,0.954035,1467,0.9873191
Belgium,,2021-01-16,0.954035,1321,0.97723764
Belgium,,2021-01-17,0.954035,870,0.97023743
Belgium,,2021-01-18,0.954035,0,0.96982604
Belgium,,2021-01-19,0.954035,658,0.9668328
Belgium,,2021-01-20,0.954035,1862,0.9637005
Belgium,,2021-01-21,0.954035,1703,0.96165776
Belgium,,2021-01-22,0.954035,850,0.9593527
Belgium,,2021-01-23,0.954035,740,0.9576793
Belgium,,2021-01-24,0.954035,325,0.9560254
Belgium,,2021-01-25,0.954035,0,0.954035
Bulgaria,,2021-01-11,0.9531716,0,0.9781303
Bulgaria,,2021-01-12,0.9531716,1136,0.9815014
Bulgaria,,2021-01-13,0.9531716,846,0.982473
Bulgaria,,2021-01-14,0.9531716,697,0.9766061
Bulgaria,,2021-01-15,0.9531716,568,0.97326833
Bulgaria,,2021-01-16,0.9531716,198,0.96766376
Bulgaria,,2021-01-17,0.9531716,0,0.9637803
Bulgaria,,2021-01-18,0.9531716,0,0.9634242
Bulgaria,,2021-01-19,0.9531716,936,0.96166587
Bulgaria,,2021-01-20,0.9531716,651,0.9597248
Bulgaria,,2021-01-21,0.9531716,510,0.95840895
Bulgaria,,2021-01-22,0.9531716,389,0.95709914
Bulgaria,,2021-01-23,0.9531716,27,0.955881
Bulgaria,,2021-01-24,0.9531716,0,0.9545006
Bulgaria,,2021-01-25,0.9531716,0,0.9531716
Canada,,2021-01-11,0.95288706,0,0.98766124
Canada,,2021-01-12,0.95288706,6398,0.98868966
Canada,,2021-01-13,0.95288706,7745,0.9882107
Canada,,2021-01-14,0.95288706,7809,0.98064846
Canada,,2021-01-15,0.95288706,7324,0.9764425
Canada,,2021-01-16,0.95288706,5117,0.97034824
Canada,,2021-01-17,0.95288706,4529,0.9659439
Canada,,2021-01-18,0.95288706,0,0.96506655
Canada,,2021-01-19,0.95288706,4514,0.96272063
Canada,,2021-01-20,0.95288706,5865,0.96033627
Canada,,2021-01-21,0.95288706,5971,0.95880574
Canada,,2021-01-22,0.95288706,5523,0.957005
Canada,,2021-01-23,0.95288706,3371,0.9556416
Canada,,2021-01-24,0.95288706,2839,0.95424336
Canada,,2021-01-25,0.95288706,0,0.95288706
Switzerland,,2021-01-11,0.9538555,0,1.0039791
Switzerland,,2021-01-12,0.9538555,3512,1.0063012
Switzerland,,2021-01-13,0.9538555,4320,1.0060925
Switzerland,,2021-01-14,0.9538555,3340,0.994587
Switzerland,,2021-01-15,0.9538555,2522,0.9880836
Switzerland,,2021-01-16,0.9538555,0,0.97876966
Switzerland,,2021-01-17,0.9538555,0,0.97178966
Switzerland,,2021-01-18,0.9538555,0,0.97068834
Switzerland,,2021-01-19,0.9538555,2570,0.96733254
Switzerland,,2021-01-20,0.9538555,3403,0.9640832
Switzerland,,2021-01-21,0.9538555,2463,0.96185523
Switzerland,,2021-01-22,0.9538555,1686,0.9595277
Switzerland,,2021-01-23,0.9538555,0,0.9577779
Switzerland,,2021-01-24,0.9538555,0,0.9556359
Switzerland,,2021-01-25,0.9538555,0,0.9538555
Cyprus,,2021-01-11,0.95305014,0,0.99599564
Cyprus,,2021-01-12,0.95305014,608,0.9963215
Cyprus,,2021-01-13,0.95305014,511,0.99609095
Cyprus,,2021-01-14,0.95305014,494,0.9879965
Cyprus,,2021-01-15,0.95305014,340,0.98338103
Cyprus,,2021-01-16,0.95305014,360,0.97534466
Cyprus,,2021-01-17,0.95305014,218,0.9695759
Cyprus,,2021-01-18,0.95305014,0,0.9681949
Cyprus,,2021-01-19,0.95305014,484,0.96499056
Cyprus,,2021-01-20,0.95305014,385,0.96188813
Cyprus,,2021-01-21,0.95305014,370,0.9596233
Cyprus,,2021-01-22,0.95305014,218,0.9573189
Cyprus,,2021-01-23,0.95305014,241,0.9556527
Cyprus,,2021-01-24,0.95305014,104,0.9542703
Cyprus,,2021-01-25,0.95305014,0,0.95305014
Czech Republic,,2021-01-11,0.9538104,0,1.0280393
Czech Republic,,2021-01-12,0.9538104,11129,1.0309136
Czech Republic,,2021-01-13,0.9538104,15532,1.0309027
Czech Republic,,2021-01-14,0.9538104,14846,1.0145026
Czech Republic,,2021-01-15,0.9538104,11411,1.0055263
Czech Republic,,2021-01-16,0.9538104,8715,0.99029136
Czech Republic,,2021-01-17,0.9538104,3545,0.9792639
Czech Republic,,2021-01-18,0.9538104,0,0.9777719
Czech Republic,,2021-01-19,0.9538104,6203,0.97279745
Czech Republic,,2021-01-20,0.9538104,10701,0.96788836
Czech Republic,,2021-01-21,0.9538104,10231,0.9645868
Czech Republic,,2021-01-22,0.9538104,7018,0.96115446
Czech Republic,,2021-01-23,0.9538104,4598,0.9587356
Czech Republic,,2021-01-24,0.9538104,0,0.95641345
Czech Republic,,2021-01-25,0.9538104,0,0.9538104
Germany,,2021-01-11,0.95229584,0,0.9769009
Germany,,2021-01-12,0.95229584,7158,0.979282
Germany,,2021-01-13,0.95229584,16726,0.97965175
Germany,,2021-01-14,0.95229584,21304,0.9735546
Germany,,2021-01-15,0.95229584,26549,0.96995467
Germany,,2021-01-16,0.95229584,19123,0.96546835
Germany,,2021-01-17,0.95229584,11240,0.961607
Germany,,2021-01-18,0.95229584,0,0.9611398
Germany,,2021-01-19,0.95229584,1547,0.9594277
Germany,,2021-01-20,0.95229584,11268,0.95778406
Germany,,2021-01-21,0.95229584,16053,0.95664346
Germany,,2021-01-22,0.95229584,21510,0.95556176
Germany,,2021-01-23,0.95229584,14308,0.95464116
Germany,,2021-01-24,0.95229584,6607,0.9532352
Germany,,2021-01-25,0.95229584,0,0.95229584
Denmark,,2021-01-11,0.9517771,0,0.9747364
Denmark,,2021-01-12,0.9517771,1524,0.97605747
Denmark,,2021-01-13,0.9517771,1766,0.97615474
Denmark,,2021-01-14,0.9517771,1361,0.9707881
Denmark,,2021-01-15,0.9517771,1181,0.9680725
Denmark,,2021-01-16,0.9517771,1247,0.9633995
Denmark,,2021-01-17,0.9517771,748,0.960107
Denmark,,2021-01-18,0.9517771,0,0.9596025
Denmark,,2021-01-19,0.9517771,1040,0.9580369
Denmark,,2021-01-20,0.9517771,1301,0.95651644
Denmark,,2021-01-21,0.9517771,919,0.9555083
Denmark,,2021-01-22,0.9517771,760,0.9543676
Denmark,,2021-01-23,0.9517771,849,0.9535652
Denmark,,2021-01-24,0.9517771,372,0.9527243
Denmark,,2021-01-25,0.9517771,0,0.9517771
Ecuador,,2021-01-11,0.9535162,0,0.992398
Ecuador,,2021-01-12,0.9535162,911,0.9938754
Ecuador,,2021-01-13,0.9535162,1201,0.9936316
Ecuador,,2021-01-14,0.9535162,868,0.9849529
Ecuador,,2021-01-15,0.9535162,604,0.9808583
Ecuador,,2021-01-16,0.9535162,1008,0.973528
Ecuador,,2021-01-17,0.9535162,502,0.9681495
Ecuador,,2021-01-18,0.9535162,0,0.96713597
Ecuador,,2021-01-19,0.9535162,688,0.9645141
Ecuador,,2021-01-20,0.9535162,975,0.9619693
Ecuador,,2021-01-21,0.9535162,643,0.9599986
Ecuador,,2021-01-22,0.9535162,381,0.9579074
Ecuador,,2021-01-23,0.9535162,790,0.9564217
Ecuador,,2021-01-24,0.9535162,290,0.9549517
Ecuador,,2021-01-25,0.9535162,0,0.9535162
Spain,,2021-01-11,0.9545196,7000,1.013647
Spain,,2021-01-12,0.9545196,22461,1.0176842
Spain,,2021-01-13,0.9545196,0,1.0172126
Spain,,2021-01-14,0.9545196,39806,1.0035522
Spain,,2021-01-15,0.9545196,22217,0.9953613
Spain,,2021-01-16,0.9545196,0,0.9841285
Spain,,2021-01-17,0.9545196,0,0.9758461
Spain,,2021-01-18,0.9545196,2042,0.9747415
Spain,,2021-01-19,0.9545196,17450,0.97089165
Spain,,2021-01-20,0.9545196,0,0.9670937
Spain,,2021-01-21,0.9545196,34565,0.9642979
Spain,,2021-01-22,0.9545196,17120,0.96167636
Spain,,2021-01-23,0.9545196,0,0.9594004
Spain,,2021-01-24,0.9545196,0,0.9567818
Spain,,2021-01-25,0.9545196,0,0.9545196
Estonia,,2021-01-11,0.9528639,0,0.9809831
Estonia,,2021-01-12,0.9528639,350,0.9843429
Estonia,,2021-01-13,0.9528639,590,0.9848491
Estonia,,2021-01-14,0.9528639,917,0.9779464
Estonia,,2021-01-15,0.9528639,798,0.9743187
Estonia,,2021-01-16,0.9528639,458,0.9681065
Estonia,,2021-01-17,0.9528639,312,0.9636357
Estonia,,2021-01-18,0.9528639,0,0.9630725
Estonia,,2021-01-19,0.9528639,192,0.96097076
Estonia,,2021-01-20,0.9528639,433,0.959008
